time,hour,DA_Price,Solar,Wind,Index_Price,High_Price,Low_Price
84,12,70.0,5868.453210462941,54651.26794748012,69.006,314.32663332122945,-112.5
85,13,70.0,6533.1439919208515,47641.53546852548,69.006,294.2814497707469,-22.5
86,14,70.0,6007.2621019140415,51843.85403300703,69.006,309.91652062141713,-29.5
87,15,70.0,4407.7662201632775,48956.673145061686,69.006,302.25636291332955,68.0
88,16,70.0,2339.631793856576,50361.358632672,69.006,308.2490815714975,20.5
89,17,70.0,1071.534784203599,50516.586331390165,69.006,310.5339139019831,17.5
90,18,70.0,710.3335783512863,48678.676131593646,69.006,306.7554486228867,-94.5
91,19,70.0,276.66431260998684,51071.36020106846,69.006,316.59151770211497,6.5
92,20,70.0,34.34453536186483,51444.52580947838,69.006,319.9915622387832,69.0
93,21,70.0,0.0,48028.08071790617,69.006,311.2537183152474,69.0
94,22,70.0,0.0,48016.72363803193,69.006,313.511089732653,2.5
95,23,70.0,0.0,50834.780649098866,69.006,324.89332159334384,69.0
96,24,70.0,0.0,52528.547795762075,69.006,332.6497186413327,-30.5
97,1,70.0,0.0,53619.74032400007,69.006,283.4068605449002,68.0
98,2,70.0,0.0,54190.98232839884,69.006,287.54311400908625,67.0
99,3,70.0,0.0,53655.94132984524,69.006,288.1116047887509,-23.5
100,4,70.0,0.0,52799.33438468228,69.006,287.6430453906004,14.5
101,5,70.0,0.0,52203.82577383472,69.006,288.01652812061695,-7.5
102,6,70.0,0.8177270324253529,50891.28292225134,69.006,286.0779041505276,-19.5
103,7,70.0,140.64904957716072,49610.38056223819,69.006,284.29720423114816,67.0
104,8,70.0,728.5947858909896,47804.373168037375,69.006,281.0031825708487,67.0
105,9,70.0,1961.7187012149961,45473.21934750143,69.006,276.2749253135805,69.0
106,10,70.0,5189.789109474945,44467.89275684105,69.006,276.6244293628213,68.0
107,11,70.0,9441.133416453438,40656.111872462,69.006,268.3344744221042,2.5
108,12,70.0,12062.8494174456,37083.10877213825,69.006,260.159467255959,68.0
109,13,70.0,12261.961588902908,35833.902873310355,69.006,258.5048193251649,67.0
110,14,70.0,11011.253271473626,33369.406911612794,69.006,252.34803310508363,68.0
111,15,70.0,9243.432641854095,30058.471609722328,69.006,243.25360086337986,17.5
112,16,80.0,6234.391509259411,28789.56706823521,78.864,255.70134718178085,77.0
113,17,80.0,3740.7018502510646,28760.039657403733,78.864,256.89765603892795,45.0
114,18,90.0,2576.1140906957244,28651.239227729573,88.722,273.82820837388755,88.0
115,19,100.0,1401.5841335770551,27335.074045173413,98.58,286.86101261738224,54.0
116,20,100.0,449.2047164517363,25679.707922895395,98.58,283.4335983473513,-2.0
117,21,100.0,45.24756245814378,24515.299653007674,98.58,281.8099889010579,99.0
118,22,90.0,0.0,22500.44829501688,88.722,262.1323017514294,87.0
119,23,80.0,0.0,22998.306327359172,78.864,250.57629190573334,56.0
120,24,80.0,0.0,22275.556620674703,78.864,250.53942210167594,39.0
121,1,70.0,0.0,21304.632076322494,69.006,179.19063644614005,12.5
122,2,70.0,0.0,19473.864719505495,69.006,175.5804097204052,-16.5
123,3,70.0,0.0,18290.61560874691,69.006,174.05842933820878,-8.5
124,4,70.0,0.0,18643.404320304333,69.006,177.49017093298147,-45.5
125,5,70.0,0.0,17754.350891638784,69.006,176.91697162553507,68.0
126,6,70.0,79.86467350293523,16637.632020797937,69.006,175.64165686582152,67.0
127,7,70.0,461.74319767010695,17115.89384041444,69.006,179.63156440079996,-6.5
128,8,70.0,1256.3012972102417,16653.77859105455,69.006,180.75465307762943,29.5
129,9,70.0,2431.7948098939373,15316.244732033383,69.006,179.20765277438505,-6.5
130,10,70.0,6043.15868318345,13602.692898136856,69.006,177.4272143871311,68.0
131,11,70.0,11107.471122743955,11225.001348511125,69.006,174.08901074029146,-2.5
132,12,70.0,15142.291396563705,10556.462489822263,69.006,175.8489686710954,50.5
133,13,70.0,15560.89786051781,9893.433949596036,69.006,176.1729794273754,-20.5
134,14,70.0,16104.757749182414,9664.203867276177,69.006,177.946342087137,8.5
135,15,70.0,12361.920541346582,9618.31074808477,69.006,178.58771422019473,68.0
136,16,70.0,7315.302623919902,10537.809822441353,69.006,181.81835633218918,69.0
137,17,80.0,3441.0305147082795,12699.6682084113,78.864,204.98249023903918,78.0
138,18,80.0,2171.067178846479,15921.572582998893,78.864,217.15660458606771,-35.0
139,19,80.0,1271.0203837938982,18096.9696133096,78.864,226.10443919720862,46.0
140,20,80.0,551.9657468871133,19672.247498669072,78.864,233.18964841345638,33.0
141,21,70.0,168.72434432984028,20369.8025447988,69.006,222.12359839339672,-28.5
142,22,70.0,5.996664904180013,21649.513044991174,69.006,228.47924622938802,-21.5
143,23,70.0,0.0,22970.64218842153,69.006,235.03147505765943,69.0
144,24,70.0,0.0,22293.49708854989,69.006,235.14168011057342,68.0
145,1,70.0,0.0,25708.29029937228,69.006,193.3924342154756,-95.0
146,2,70.0,0.0,25134.414168024847,69.006,193.83568169188015,69.0
147,3,70.0,0.0,29189.80579395573,69.006,209.20831768550724,26.5
148,4,70.0,0.0,26194.19873852392,69.006,201.84148293173965,2.5
149,5,70.0,0.0,28277.65917084122,69.006,210.85464082596292,68.0
150,6,70.0,79.5920978200086,29621.33188281386,69.006,217.51397934539835,68.0
151,7,70.0,425.7632082433913,30273.267137268725,69.006,222.04962932740548,4.5
152,8,70.0,1548.7749994136186,29261.75434993675,69.006,221.53294932831028,27.5
153,9,70.0,3233.8421987756356,30189.49106545551,69.006,227.49629525000182,69.0
154,10,70.0,6360.688358569645,33146.387441436236,69.006,240.58327621877686,29.5
155,11,70.0,9857.262981955417,31143.188231985736,69.006,237.8225797669001,69.0
156,12,70.0,12169.516184736258,32421.988533683474,69.006,245.17023452739318,-23.5
157,13,70.0,12169.63448285286,32189.026551785784,69.006,246.712977691616,-14.5
158,14,70.0,10662.086554929927,32487.95157434302,69.006,249.36497462233808,-26.5
159,15,70.0,8502.80963674006,33266.553588491435,69.006,253.30193479685443,69.0
160,16,70.0,6159.577935365917,34876.64649123976,69.006,259.8465032642653,10.5
161,17,70.0,4334.881664339276,36780.20382403969,69.006,267.5459457615924,69.0
162,18,70.0,3399.566302378189,35187.708389930114,69.006,264.3281492110807,32.5
163,19,70.0,2216.585409500233,37202.06222038262,69.006,272.64287999535304,68.0
164,20,70.0,994.6286468341287,38898.501607998194,69.006,279.9166684018215,69.0
165,21,70.0,343.7179292688659,39481.95878882452,69.006,283.83064970152515,1.5
166,22,70.0,28.347870460137994,33033.76578589352,69.006,265.2024465034316,20.5
167,23,70.0,0.0,40524.67050980346,69.006,291.64321639411617,67.0
168,24,70.0,0.0,36529.205798958734,69.006,281.05184070164194,-24.5
169,1,70.0,0.0,42010.396123312275,69.006,245.9667254976821,67.0
170,2,70.0,0.0,37016.367435841465,69.006,232.15498098058873,68.0
171,3,70.0,0.0,39531.480491578965,69.006,242.56021858534217,67.0
172,4,70.0,0.0,35129.90379155175,69.006,230.6591317277544,-1.5
173,5,70.0,0.0,26452.93300419571,69.006,204.96989893853117,67.0
174,6,70.0,5.451513549774929,39996.33497660926,69.006,250.94355980801186,-11.5
175,7,70.0,216.9702392429361,41752.33772691719,69.006,258.9856972054836,-11.5
176,8,70.0,841.4411163656882,37242.694231494126,69.006,246.98713222534758,-34.5
177,9,70.0,2106.123025628156,40805.75272994516,69.006,261.2803960103756,36.5
178,10,70.0,5948.953802746123,39821.50570222933,69.006,261.94501531839353,67.0
179,11,70.0,11263.860873089101,34215.915333995676,69.006,248.29757702311787,69.0
180,12,70.0,15531.607148066256,38008.75027146179,69.006,264.5391016989869,-65.0
181,13,70.0,15467.609647177469,36336.42861612122,69.006,261.4141353651563,68.0
182,14,70.0,14022.344170982318,30162.333386327933,69.006,243.2156795276425,-87.0
183,15,70.0,11928.661229151632,32101.46110658518,69.006,250.92170388285615,1.5
184,16,80.0,7379.947762165186,27726.626136585437,78.864,252.73387629087847,-32.0
185,17,80.0,3913.397349108146,32137.03715710281,78.864,267.85789656599803,38.0
186,18,90.0,2717.858076769303,33166.226311830185,88.722,288.44602280251365,8.5
187,19,90.0,1573.3068103863793,33077.62115019409,88.722,289.9941595471513,27.5
188,20,100.0,646.5495069982367,30866.0385963449,98.58,300.2388473750256,10.0
189,21,80.0,132.4717792529072,30242.19950801697,78.864,269.4031050686144,79.0
190,22,80.0,0.272575677202542,32603.110593534177,78.864,279.25789723956996,21.0
191,23,80.0,0.0,29896.852870543775,78.864,272.82410450750365,79.0
192,24,70.0,0.0,29844.582109299645,69.006,259.4939293024914,68.0
193,1,70.0,0.0,29278.740851185565,69.006,204.90713724507344,-61.0
194,2,70.0,0.0,27228.33667551605,69.006,200.58858177853926,13.5
195,3,70.0,0.0,28006.444431337655,69.006,205.39197729106394,68.0
196,4,70.0,0.0,27795.911089120906,69.006,207.0070052624149,67.0
197,5,70.0,0.0,28047.78686175311,69.006,210.1133026291538,24.5
198,6,70.0,0.0,27353.426585542744,69.006,210.16798873837536,68.0
199,7,80.0,18.80772174578312,27274.99439717204,78.864,227.67220363502162,78.0
200,8,90.0,450.295019216152,26620.44972243226,88.722,243.4843529525689,89.0
201,9,100.0,1573.884397974373,25014.591913433273,98.58,256.50674244880804,99.0
202,10,90.0,4892.606662715761,25786.319052755658,88.722,247.16808682354875,87.0
203,11,80.0,9038.545955214628,23835.351606250682,78.864,229.38128240415475,-93.0
204,12,80.0,11483.891864369089,23315.254003624264,78.864,230.98099469116463,79.0
205,13,80.0,13330.819407105448,21856.80218877619,78.864,229.31395046045964,78.0
206,14,80.0,12314.2955735542,21241.3457427512,78.864,229.2144588409414,10.0
207,15,90.0,9213.368362083045,19778.066035004667,88.722,240.99840704444745,-26.5
208,16,90.0,5120.618125226015,21773.13866358743,88.722,248.08122867641032,89.0
209,17,100.0,2427.7767715597006,23751.2855303695,98.58,271.12782809760864,99.0
210,18,100.0,1391.5029224182135,28479.55441671433,98.58,288.25391116871583,61.0
211,19,100.0,608.9340635066706,30383.752488166032,98.58,296.37435526786516,98.0
212,20,100.0,109.0302709627895,32096.969361870717,98.58,303.9925163609601,99.0
213,21,90.0,0.0,31075.564976766782,88.722,287.4930550500729,87.0
214,22,80.0,0.0,31527.234231721668,78.864,275.7880863973024,-14.0
215,23,80.0,0.0,28886.646570876343,78.864,269.5661891910762,43.0
216,24,70.0,0.0,34205.55895707346,69.006,273.55807963656196,69.0
217,1,70.0,0.0,31768.722073288358,69.006,212.93732668635494,4.5
218,2,70.0,0.0,31694.694381881018,69.006,214.9925853815663,67.0
219,3,70.0,0.0,31891.87517470732,69.006,217.9224914384311,68.0
220,4,70.0,0.0,29508.200790334886,69.006,212.52913954883002,69.0
221,5,70.0,0.0,34739.15888006421,69.006,231.69297738820708,19.5
222,6,70.0,0.0,31842.093540164333,69.006,224.64393966702997,38.5
223,7,70.0,0.0,32137.9771268593,69.006,227.89216223412126,-2.5
224,8,80.0,59.14892200937478,35133.88907020355,78.864,255.32735411805422,-6.0
225,9,80.0,990.5051222851185,33239.70824143161,78.864,251.88702413777554,78.0
226,10,90.0,4040.237987712671,26619.813747361022,88.722,249.5134550062998,6.5
227,11,90.0,8124.100894878201,22486.53539116811,88.722,240.1193431962582,89.0
228,12,80.0,11343.10897986171,28764.03357713526,78.864,248.49671409616562,79.0
229,13,80.0,13010.156201730999,27282.616003666506,78.864,246.6832934049204,78.0
230,14,80.0,12377.656880358576,22205.481162086475,78.864,232.34926681363305,79.0
231,15,80.0,9117.611436555902,22927.51569481873,78.864,235.6612879132859,15.0
232,16,90.0,4489.773065640188,23222.072243371465,88.722,252.50043975726032,38.5
233,17,100.0,1175.526494068094,23943.643191198204,98.58,271.2447769422296,-4.0
234,18,100.0,464.4724978741501,27657.10626262241,98.58,285.22884964110267,26.0
235,19,100.0,73.32285724353241,28879.401310468573,98.58,291.30750701487307,98.0
236,20,100.0,0.0,27519.679390001755,98.58,289.18692603275565,97.0
237,21,90.0,0.0,28950.36939777284,88.722,280.6392993078174,87.0
238,22,80.0,0.0,29432.846656567843,78.864,269.03368646743127,-126.0
239,23,80.0,0.0,27892.29268031827,78.864,266.3593978940264,78.0
240,24,80.0,0.0,24061.48397314345,78.864,256.29903781338766,21.0
241,1,80.0,0.0,20647.38122692985,78.864,192.52660245684876,20.0
242,2,70.0,0.0,22173.733784272397,69.006,184.2874874542785,68.0
243,3,70.0,0.0,22377.652784593552,69.006,187.23912423031422,-97.5
244,4,70.0,0.0,20790.634024651717,69.006,184.41498672950178,67.0
245,5,70.0,0.0,20331.005222311425,69.006,185.22668184195436,69.0
246,6,70.0,0.0,22546.560853329163,69.006,194.66584675198655,19.5
247,7,80.0,0.0,27574.630428563167,78.864,228.6309691321162,-96.0
248,8,90.0,130.01859815563114,26290.09203547234,88.722,242.29019829085684,56.5
249,9,90.0,1063.8053559900127,28354.869430684666,88.722,251.618485667066,87.0
250,10,90.0,3261.540794241878,28010.701257304238,88.722,253.6860309540914,89.0
251,11,80.0,5879.154804136291,33774.69415466512,78.864,260.1655868800578,77.0
252,12,80.0,7415.732314831151,27351.987301793615,78.864,242.36405943884654,78.0
253,13,70.0,7615.014300390378,34817.74500720681,69.006,253.3596373969989,3.5
254,14,80.0,6362.200608973429,34261.63456865229,78.864,268.812148128711,77.0
255,15,80.0,4299.556129659329,33076.32478279348,78.864,266.45433898863206,9.0
256,16,80.0,2021.4956373154237,30755.91589300228,78.864,260.34923800113313,-35.0
257,17,80.0,263.573593178082,32573.855315974524,78.864,267.7994059784754,78.0
258,18,90.0,2.457542307843085,34499.04988649578,88.722,291.65278781595663,-17.5
259,19,80.0,0.0,41769.006239290546,78.864,301.935807121712,78.0
260,20,80.0,0.0,41153.2237590929,78.864,302.2439066230746,29.0
261,21,80.0,0.0,36714.379233592765,78.864,290.22263102833665,-12.0
262,22,80.0,0.0,33618.22725151285,78.864,282.53153888612894,59.0
263,23,70.0,0.0,44591.37545640911,69.006,304.7583398469194,67.0
264,24,70.0,0.0,44465.585250022064,69.006,306.64666443132114,-39.5
265,1,70.0,0.0,32212.25760155808,69.006,214.36772876502482,67.0
266,2,70.0,0.0,40667.00120231239,69.006,243.92827487745748,67.0
267,3,70.0,0.0,40260.359231075316,69.006,244.91085252021787,2.5
268,4,70.0,0.0,40199.56708255066,69.006,247.0087958412259,-42.5
269,5,70.0,0.0,40584.08768693581,69.006,250.542872790368,-20.5
270,6,70.0,0.0,41108.166105651035,69.006,254.5270236907246,-23.5
271,7,70.0,0.0,43329.272250354436,69.006,263.9840890073931,-63.0
272,8,70.0,0.8177270324253529,43521.747522405705,69.006,266.8991484860254,68.0
273,9,70.0,234.60915651096346,43700.445062677085,69.006,269.863430208051,-69.0
274,10,70.0,2012.284487473764,41629.01014786059,69.006,266.19167609081484,68.0
275,11,70.0,4974.065904201775,41786.09933201823,69.006,270.1829228392479,-118.5
276,12,70.0,7290.490060271916,36211.06030772728,69.006,255.42862249664978,17.5
277,13,70.0,8705.302836355619,41830.11875892754,69.006,276.41283873775626,41.5
278,14,70.0,8125.193378193521,43953.79674494564,69.006,285.3224942404835,-45.5
279,15,70.0,5745.392379323115,41622.84628544135,69.006,279.14249700703624,69.0
280,16,70.0,2494.1203286060145,39730.046682438406,69.006,274.0252049229635,68.0
281,17,80.0,265.9758025936869,34515.98547379543,78.864,274.06374142563294,33.0
282,18,80.0,4.912086283779095,37568.8784636326,78.864,286.0983717039012,-20.0
283,19,100.0,0.0,31435.590614922403,98.58,299.52174173312477,-13.0
284,20,80.0,0.0,37441.261902431004,78.864,290.27282963534003,79.0
285,21,80.0,0.0,35584.266715979,78.864,286.5780181590323,-40.0
286,22,70.0,0.0,38481.40976664339,69.006,282.7597024974249,67.0
287,23,70.0,0.0,37799.87564318278,69.006,282.85575294926446,32.5
288,24,70.0,0.0,35578.798682890985,69.006,277.98677775232346,68.0
289,1,70.0,0.0,34310.4396084448,69.006,221.13436573723448,67.0
290,2,70.0,0.0,38108.643142269764,69.006,235.67757013381998,67.0
291,3,70.0,0.0,35144.60809468045,69.006,228.41255510534444,-89.0
292,4,70.0,0.0,36008.79973193827,69.006,233.49357113550093,68.0
293,5,70.0,0.0,39003.83571775853,69.006,245.44656018977125,67.0
294,6,70.0,0.0,44774.355125093345,69.006,266.35048327842605,69.0
295,7,70.0,0.0,44489.12446317086,69.006,267.72461239372603,67.0
296,8,70.0,0.0,45846.239056184044,69.006,274.39530495619357,67.0
297,9,70.0,218.50865639658898,49650.97059167233,69.006,289.0474026380147,17.5
298,10,70.0,1654.6115012179473,48297.3580476601,69.006,287.55331352719344,28.5
299,11,70.0,3973.539264585864,47814.91354350572,69.006,289.2236369621695,16.5
300,12,70.0,5873.761076630412,39546.6260516134,69.006,265.61629696925866,-22.5
301,13,70.0,6690.967216936111,38472.00021678271,69.006,264.77314352033255,25.5
302,14,70.0,6129.183839297699,44832.07725180634,69.006,287.35255304047314,-4.5
303,15,70.0,4510.224691841976,44190.65706769386,69.006,286.9271493694332,35.5
304,16,70.0,2006.4358311076653,39805.63662818051,69.006,274.07293332998745,67.0
305,17,70.0,233.1707746609273,37731.30319117059,69.006,268.96435344293883,68.0
306,18,70.0,4.095176978386168,45090.677837098636,69.006,294.9002462857884,68.0
307,19,70.0,0.0,43184.37442918779,69.006,291.04476953413064,69.0
308,20,70.0,0.0,40640.29787480099,69.006,285.1341206462332,50.5
309,21,70.0,0.0,39280.46281550009,69.006,283.0426505799878,24.5
310,22,70.0,0.0,41540.556841097394,69.006,292.62545181253904,16.5
311,23,70.0,0.0,34031.997473077034,69.006,270.70434585067346,69.0
312,24,70.0,0.0,39184.86636473983,69.006,289.61634602628595,69.0
313,1,70.0,0.0,42735.05197679514,69.006,248.30374062516432,68.0
314,2,70.0,0.0,45030.485937237776,69.006,258.00051314759185,69.0
315,3,70.0,0.0,36395.93630396354,69.006,232.44808858028244,16.5
316,4,70.0,0.0,44467.28536235984,69.006,260.7721872936105,69.0
317,5,70.0,0.0,43485.31129411542,69.006,259.89931892352223,69.0
318,6,70.0,0.0,43576.03668230771,69.006,262.48590630044237,43.5
319,7,70.0,0.0,41675.193268440285,69.006,258.64968429071996,69.0
320,8,70.0,0.0,40949.45214393584,69.006,258.6031671641931,30.5
321,9,70.0,662.0020947299786,38272.92250419478,69.006,252.5314819181096,6.5
322,10,70.0,4592.102881871693,41500.39942838251,69.006,266.81399351504604,17.5
323,11,70.0,10039.519891517273,40289.1741476361,69.006,267.39165162251635,69.0
324,12,70.0,14888.100676231183,38569.844321888435,69.006,266.08994040993514,67.0
325,13,70.0,16802.522862800004,37311.535839651944,69.006,265.09549127372316,69.0
326,14,70.0,15000.664890879698,39392.77838888564,69.006,273.37714959028983,67.0
327,15,70.0,10356.234566172969,38786.499548419946,69.006,271.84883733925585,8.5
328,16,70.0,4285.312960208545,37693.437504630136,69.006,268.17719976243603,2.5
329,17,70.0,482.4278755037261,34907.17550450302,69.006,259.95674300797475,68.0
330,18,70.0,4.094631826758643,40491.57942622799,69.006,280.0681536915796,-30.5
331,19,70.0,0.0,43570.20628481802,69.006,292.2890772685381,-3.5
332,20,70.0,0.0,43009.384079150805,69.006,292.77442365526133,68.0
333,21,70.0,0.0,39642.38179157637,69.006,284.2098392778338,68.0
334,22,70.0,0.0,40898.21663299131,69.006,290.55390464139697,-127.5
335,23,70.0,0.0,39762.614341140004,69.006,289.18558525017653,47.5
336,24,70.0,0.0,39251.99715701859,69.006,289.83284283138494,69.0
337,1,70.0,0.0,42682.63234137722,69.006,248.13468730094155,68.0
338,2,70.0,0.0,42968.4748639168,69.006,251.3505274361317,67.0
339,3,70.0,0.0,37216.39999935069,69.006,235.09408399790595,9.5
340,4,70.0,0.0,41327.24555342401,69.006,250.64555890979244,67.0
341,5,70.0,0.0,40780.1570103874,69.006,251.17519635849933,-18.5
342,6,70.0,0.0,37729.74272329018,69.006,243.63160828261084,-157.5
343,7,70.0,0.0,37550.44969793557,69.006,245.3473862758422,69.0
344,8,70.0,257.0388638317784,39493.956321517835,69.006,254.01252276015538,69.0
345,9,80.0,1415.2668877075266,38455.15395220088,78.864,268.8775907847063,79.0
346,10,80.0,4327.820591414283,33725.394564460505,78.864,257.0889613481337,78.0
347,11,70.0,7813.494095730791,34563.11779384804,69.006,248.03025751164373,12.5
348,12,70.0,10762.332801865085,33192.22428731541,69.006,247.08855711294197,67.0
349,13,70.0,12058.836558594385,35134.86774974626,69.006,256.16877478948663,-53.5
350,14,70.0,11271.744033984784,33406.43564428723,69.006,252.5721680544882,-7.5
351,15,70.0,8483.158838423846,33001.53011025758,69.006,252.43933445862712,23.5
352,16,70.0,4781.384883551389,34796.98015767368,69.006,259.03554573168526,-32.5
353,17,80.0,1410.9721853332287,36729.75256655766,78.864,281.6634288456524,78.0
354,18,90.0,167.09379662718413,35949.93873789332,88.722,296.3980881359501,87.0
355,19,90.0,0.0,37178.35537260961,88.722,302.586558076666,88.0
356,20,80.0,0.0,37255.035058188856,78.864,289.6722480626591,79.0
357,21,80.0,0.0,36919.55232844509,78.864,290.88431425923545,0.0
358,22,70.0,0.0,35918.71985848348,69.006,274.4950275436092,-26.5
359,23,70.0,0.0,34747.32446191023,69.006,273.0112753896605,68.0
360,24,70.0,0.0,32755.399574835894,69.006,268.88131562884575,14.5
361,1,70.0,0.0,33621.2415957948,69.006,218.91170214643824,69.0
