time,hour,DA_Price,Solar,Wind,Index_Price,High_Price,Low_Price
2438,14,0.0,42276.11442301404,40618.42661781156,0.0,180.1053958404939,-210.0
2439,15,60.0,34070.769346406174,35764.77155584954,59.148,256.18140754487007,57.0
2440,16,70.0,26496.904705741505,39666.137766844186,69.006,283.46821798978056,68.0
2441,17,70.0,17035.75115147403,33706.443856646714,69.006,262.7388194005782,68.0
2442,18,70.0,9510.29813118921,32075.21601086881,69.006,256.74687548379,40.5
2443,19,70.0,3020.759434090168,35304.08189438646,69.006,266.8451714019006,35.5
2444,20,70.0,684.7283644151439,35801.19527895933,69.006,269.8032755771387,-27.5
2445,21,70.0,220.78629875484532,35501.38208488967,69.006,270.94387131586865,69.0
2446,22,70.0,12.538481161129656,30979.593379523918,69.006,258.5713851183914,67.0
2447,23,70.0,0.0,35004.40328285575,69.006,273.8403545872098,-7.5
2448,24,70.0,0.0,33078.71178057874,69.006,269.9239974923665,-101.0
2449,1,70.0,0.0,33106.09157850872,69.006,217.25034334069062,67.0
2450,2,70.0,0.0,32460.90614707494,69.006,217.46361832431668,-85.0
2451,3,70.0,0.0,24027.638702132306,69.006,192.5603288143767,-118.5
2452,4,70.0,0.0,25564.011484640163,69.006,199.80912903796454,-89.0
2453,5,70.0,0.0,27840.09486625811,69.006,209.44349594368242,69.0
2454,6,70.0,220.9479361343138,24477.609038994156,69.006,200.98229822108215,69.0
2455,7,70.0,3100.4774616033196,23619.508019526955,69.006,201.66649130253896,69.0
2456,8,70.0,8748.064236062237,25975.701079088638,69.006,213.8295418029579,18.5
2457,9,70.0,19070.39829265195,23135.26872452682,69.006,211.1127237502451,17.5
2458,10,70.0,25390.822589872005,27226.87803285428,69.006,229.1429723370836,-1.5
2459,11,70.0,29502.859194362794,28272.59606175024,69.006,236.46244969527837,-22.5
2460,12,70.0,30749.167316906507,30116.433416084066,69.006,245.20383902826754,68.0
2461,13,70.0,29729.93408384691,31291.374323413085,69.006,250.87728969471365,-17.5
2462,14,70.0,27889.824203682983,33005.01607223706,69.006,257.9580581628451,28.5
2463,15,70.0,24581.234394600382,34184.00984871845,69.006,262.7242579887464,16.5
2464,16,70.0,18332.52067194205,30335.5622923694,69.006,250.09502970301202,12.5
2465,17,70.0,15085.485535075182,33846.8960861472,69.006,262.40777106292495,67.0
2466,18,70.0,8733.577383955791,32250.966497234487,69.006,257.00142906193145,68.0
2467,19,70.0,3207.772243254883,27127.07865613505,69.006,240.549515107824,68.0
2468,20,70.0,807.3623422893617,28834.732510973583,69.006,247.38573200949014,-94.5
2469,21,80.0,231.4167501763749,25869.41121624758,78.864,255.34063870596935,-17.0
2470,22,80.0,10.630451421529589,27131.254493193377,78.864,261.6153251820201,45.0
2471,23,70.0,0.0,25829.91628333399,69.006,244.25263401375213,68.0
2472,24,70.0,0.0,22049.316173293362,69.006,234.3541966588711,69.0
2473,1,70.0,0.0,24357.4470543776,69.006,189.03596475036778,-142.5
2474,2,70.0,0.0,21637.764129577743,69.006,182.55898531788824,-15.5
2475,3,70.0,0.0,18689.80359828825,69.006,175.3458106044796,67.0
2476,4,70.0,0.0,20485.9494696762,69.006,183.43237903970575,36.5
2477,5,70.0,0.0,22625.081774887763,69.006,192.62507872401304,1.5
2478,6,70.0,186.60394591835242,22512.999926005352,69.006,194.63262754762644,68.0
2479,7,70.0,3590.6598425555358,20774.26533827237,69.006,192.68763697263572,69.0
2480,8,70.0,10849.932082516752,19341.61916030123,69.006,193.2795784891432,9.5
2481,9,70.0,22979.647860401714,17201.049057670563,69.006,193.54638365086907,69.0
2482,10,70.0,30268.956847264795,18872.401564202406,69.006,204.1607956971532,67.0
2483,11,50.0,40007.47686666152,18858.782827753475,49.29,179.41455831990288,47.0
2484,12,50.0,39736.037284610116,20030.796033836836,49.29,185.3791801975371,-21.5
2485,13,50.0,37390.24909622951,20946.57481610277,49.29,189.6835579186157,-12.5
2486,14,50.0,37725.049169811435,20928.30177027262,49.29,192.05321497539342,-16.5
2487,15,50.0,36404.59282269826,16772.22051489076,49.29,180.41302747524742,13.5
2488,16,70.0,27036.923460684888,18384.3389594347,69.006,215.05150437537222,68.0
2489,17,70.0,20643.16458792308,17998.628279003475,69.006,213.53129436413127,2.5
2490,18,70.0,10878.713348573927,18207.462411041895,69.006,212.57347304173683,69.0
2491,19,70.0,2731.1393269268538,15006.945170565723,69.006,201.27047818449904,68.0
2492,20,70.0,432.60921895885633,15833.927048369802,69.006,205.3074836370141,68.0
2493,21,70.0,39.250897556416945,15826.729125429572,69.006,207.42013829032805,10.5
2494,22,70.0,0.0,15627.608243172112,69.006,209.05619258423005,-14.5
2495,23,70.0,0.0,15078.305387280918,69.006,209.57868887398098,-121.5
2496,24,70.0,0.0,17201.137189716563,69.006,218.71881943683593,36.5
2497,1,70.0,0.0,14627.212859638536,69.006,157.65595947233427,-10.5
2498,2,70.0,0.0,14734.383744601682,69.006,160.29558357634042,67.0
2499,3,70.0,0.0,18489.83206631244,69.006,174.70090241385762,-45.5
2500,4,70.0,0.0,19203.73406303136,69.006,179.29723435327614,-3.5
2501,5,70.0,0.0,16858.568786212378,69.006,174.0280743355349,-10.5
2502,6,70.0,180.74438658512133,18682.283518674547,69.006,182.27621159113264,69.0
2503,7,70.0,2572.3528188949876,23882.624162970274,69.006,202.30273475877493,-61.0
2504,8,70.0,7560.963088970991,23406.657044867934,69.006,205.0671601314654,-17.5
2505,9,70.0,14656.119148978503,20711.753429984936,69.006,201.52234670959078,69.0
2506,10,50.0,20105.288547654574,30086.71961821699,49.29,205.32997676490695,47.0
2507,11,50.0,26717.084798915406,26575.372122334276,49.29,198.95782118369203,-20.5
2508,12,0.0,29869.609220528455,35048.756779409414,0.0,152.5677995202478,-2.0
2509,13,0.0,25329.960802302645,37740.56804090807,0.0,161.7179501744542,-2.0
2510,14,0.0,27464.071623192514,33021.466044969304,0.0,149.6507567875494,-164.0
2511,15,0.0,25577.33440793985,36815.342190560295,0.0,163.42153699654878,-129.0
2512,16,0.0,24039.57636680691,36915.18176518222,0.0,165.41933889216904,-1.0
2513,17,50.0,12606.339151338521,33944.77413656538,49.29,230.81561092926142,48.0
2514,18,70.0,8815.444943534087,35418.686219499934,69.006,267.250235925188,24.5
2515,19,70.0,2435.7327101612686,27382.89057992425,69.006,241.06414866974052,-148.5
2516,20,70.0,104.61672562036996,27054.342568547785,69.006,241.361470707266,30.5
2517,21,70.0,0.0,26415.741706854515,69.006,241.5539250046058,47.5
2518,22,70.0,0.0,29321.73723463791,69.006,253.21975858170725,69.0
2519,23,70.0,0.0,30509.779699879648,69.006,259.34519353211186,26.5
2520,24,70.0,0.0,21422.349592917144,69.006,232.33222943715782,-28.5
2521,1,70.0,0.0,26645.878116422416,69.006,196.4161549254623,68.0
2522,2,70.0,0.0,29015.736361139527,69.006,206.35294576467498,67.0
2523,3,70.0,0.0,31914.437795785314,69.006,217.99525589140762,-20.5
2524,4,70.0,0.0,31045.329537800513,69.006,217.48637975940665,68.0
2525,5,70.0,0.0,26659.65078628388,69.006,205.63656378576553,69.0
2526,6,70.0,233.96178927668748,28957.98952151019,69.006,215.4367568461596,-103.0
2527,7,70.0,3081.860542804512,22789.046426081055,69.006,198.98076866231884,67.0
2528,8,70.0,8841.206343660513,26356.90364195123,69.006,215.09636319544427,-44.5
2529,9,70.0,13424.750621290017,20894.026558650858,69.006,201.6151674014076,69.0
2530,10,70.0,17967.68303127804,27141.665350720876,69.006,225.88405933464858,3.5
2531,11,70.0,25145.085803903796,28161.883530132087,69.006,234.35357687784534,68.0
2532,12,70.0,28169.43533196941,29423.963809724777,69.006,241.9335722898141,69.0
2533,13,70.0,27023.59069127111,27414.873472268737,69.006,237.28762440595767,29.5
2534,14,70.0,32453.451379557708,31236.60252606985,69.006,254.08950260115745,14.5
2535,15,70.0,27927.487893069465,30219.02234396066,69.006,251.28236719228707,-27.5
2536,16,70.0,21411.499811835714,31833.589719089498,69.006,256.1639177684216,26.5
2537,17,70.0,14169.28181701284,30095.525647522725,69.006,249.94128750369993,-25.5
2538,18,70.0,8499.462406875513,23778.538782125463,69.006,229.58373545991856,38.5
2539,19,80.0,2091.442917638954,22567.00801411118,78.864,240.8501228983994,30.0
2540,20,80.0,62.199316421450334,18671.019329067487,78.864,229.7638014614441,54.0
2541,21,90.0,0.0,17033.964065605756,88.722,242.20889211157856,87.0
2542,22,80.0,0.0,17353.413665837776,78.864,230.07751507232683,53.0
2543,23,80.0,0.0,17023.77710797567,78.864,231.30843517322154,-27.0
2544,24,70.0,0.0,15647.006457802205,69.006,213.70674782641214,69.0
2545,1,70.0,0.0,14073.589761330792,69.006,155.8705249802918,35.5
2546,2,70.0,0.0,11352.687876197593,69.006,149.38961440073723,67.0
2547,3,70.0,0.0,14410.406674140986,69.006,161.5447555241047,67.0
2548,4,70.0,0.0,14707.660472220621,69.006,164.79739702291153,68.0
2549,5,70.0,0.0,15155.814579891205,69.006,168.53669202014913,4.5
2550,6,70.0,228.50373391392407,15623.746822080524,69.006,172.43163000224308,30.5
2551,7,70.0,3120.838046983679,16101.77223393944,69.006,177.42997834934212,67.0
2552,8,70.0,9596.361993594812,15498.48153582965,69.006,180.38152447447573,-15.5
2553,9,70.0,17742.979002310843,15442.63995066475,69.006,185.77037339982277,69.0
2554,10,70.0,23534.978276000067,12920.325691163594,69.006,182.2582916209546,15.5
2555,11,70.0,26753.913310974585,16371.63164679604,69.006,196.976763211929,45.5
2556,12,70.0,33602.02067855078,19470.18283707674,69.006,212.0165279623499,-27.5
2557,13,70.0,30573.790496016463,17851.93030405509,69.006,207.87431300997628,67.0
2558,14,70.0,29762.027416688514,20751.845634436126,69.006,219.1942091925653,1.5
2559,15,70.0,30710.965841159876,21437.246835796028,69.006,224.08009931358848,67.0
2560,16,70.0,19834.140076426713,23441.788860460412,69.006,228.46626138570838,11.5
2561,17,70.0,17014.463808245102,23504.770011354307,69.006,229.82986373753215,68.0
2562,18,70.0,8760.030308030819,22368.697884686924,69.006,225.14174686194372,69.0
2563,19,80.0,2463.6531819563997,19190.823059952254,78.864,230.1115549474925,77.0
2564,20,80.0,89.2783471002159,19703.700707296855,78.864,233.10508467656666,-99.0
2565,21,90.0,0.0,19592.97269337203,88.722,250.46169493612481,88.0
2566,22,80.0,0.0,19140.053515256892,78.864,235.83942858670346,77.0
2567,23,80.0,0.0,21257.903492274774,78.864,244.96349276258616,78.0
2568,24,70.0,0.0,21519.789066111112,69.006,232.64647173820836,-31.5
2569,1,70.0,0.0,28722.264490505517,69.006,203.1125009818803,-22.5
2570,2,70.0,0.0,29116.528410698447,69.006,206.6780001245025,37.5
2571,3,70.0,0.0,27726.882492785597,69.006,204.49039003923355,5.5
2572,4,70.0,0.0,30073.972370476473,69.006,214.35375289478662,-11.5
2573,5,70.0,0.0,31287.09576790894,69.006,220.56007385150633,10.5
2574,6,70.0,325.30871319353463,31889.946402464506,69.006,224.92903925065184,47.5
2575,7,70.0,4224.803885293267,31370.670863607058,69.006,227.11597069702066,-24.5
2576,8,70.0,11664.283810873083,29858.707005434317,69.006,227.52455618449665,68.0
2577,9,70.0,19405.36545485159,27517.78574570418,69.006,225.38099794274632,25.5
2578,10,70.0,30327.574522007257,32242.478159359558,69.006,247.30285702178148,68.0
2579,11,70.0,29678.658780128604,29954.335308675767,69.006,241.95673020009104,69.0
2580,12,50.0,37953.30458728046,35907.93651629038,49.29,235.86629970912324,-57.5
2581,13,50.0,38729.611022482444,35839.37597099647,49.29,238.25126513750155,-16.5
2582,14,60.0,37364.41709927519,31827.870686484708,59.148,242.5149506378218,57.0
2583,15,70.0,31041.576151277583,34240.94772196894,69.006,265.50494001616346,67.0
2584,16,70.0,27668.50965326519,34443.80467874807,69.006,267.0971789695751,-17.5
2585,17,70.0,17935.794947921582,32144.888025537435,69.006,258.0646194514227,-67.0
2586,18,70.0,9919.34154734902,33377.78746376413,69.006,261.11210387267363,-9.5
2587,19,70.0,2685.7372135117043,31982.515107855466,69.006,255.99843958266558,5.5
2588,20,70.0,90.56326884110784,34104.06065690183,69.006,264.09116205258255,-41.5
2589,21,70.0,0.00027257540489944025,34766.89417615856,69.006,268.4863918276867,0.5
2590,22,70.0,0.0,34013.85989676042,69.006,268.35185416705235,68.0
2591,23,70.0,0.0,38579.384586614375,69.006,285.36966929183137,3.5
2592,24,70.0,0.0,36558.36192204903,69.006,281.1458691986081,69.0
2593,1,70.0,0.0,27741.404875014585,69.006,199.94922872192205,-31.5
2594,2,70.0,0.0,29979.99683227976,69.006,209.46268578410223,67.0
2595,3,70.0,0.0,27040.09499659246,69.006,202.27550036401067,-19.5
2596,4,70.0,0.0,29153.85786616698,69.006,211.38638361838852,68.0
2597,5,70.0,0.0,28122.38442584758,69.006,210.35387977335844,68.0
2598,6,70.0,476.842799872261,26307.13748971492,69.006,206.98539720987927,28.5
2599,7,70.0,5335.381864387046,27261.59925870973,69.006,214.31066711882247,68.0
2600,8,70.0,12888.204207629416,26927.278617524877,69.006,218.56271563298475,-29.5
2601,9,70.0,26913.553253152793,27093.09731357525,69.006,227.0296692440476,68.0
2602,10,70.0,32809.42321555889,29112.712546872634,69.006,238.2070660963189,-1.5
2603,11,60.0,39652.82157118254,29771.960950573724,59.148,229.92258633721565,15.0
2604,12,70.0,38009.616811491316,22691.897847502543,69.006,224.17841251641522,37.5
2605,13,70.0,38566.68136445279,24027.133432994066,69.006,231.00248522991592,67.0
2606,14,70.0,28957.061832331186,25646.917553181764,69.006,234.6572199656083,67.0
2607,15,70.0,30611.91074693696,19195.05665843929,69.006,216.8092158437354,1.5
2608,16,70.0,26310.322023449025,28988.522408699722,69.006,248.95790222148312,-106.5
2609,17,70.0,19686.718066143076,30850.52264447613,69.006,254.59416219102502,29.5
2610,18,70.0,10405.153995039955,30009.673713067572,69.006,250.445233630649,10.5
2611,19,70.0,3010.5163121611786,28130.287405155785,69.006,243.70556643911618,67.0
2612,20,80.0,120.02106745719877,23732.853784866587,78.864,246.11146192531254,-76.0
2613,21,80.0,0.00027257540489944025,26273.566734212465,78.864,256.55101082741055,41.0
2614,22,70.0,0.0,29596.935767356474,69.006,254.1072738497246,17.5
2615,23,70.0,0.0,23860.84996404603,69.006,237.90239513404845,10.5
2616,24,70.0,0.0,26841.94178306628,69.006,249.81041425038876,-65.0
2617,1,70.0,0.0,23697.731201670224,69.006,186.90838112538648,-6.5
2618,2,70.0,0.0,24172.92538081873,69.006,190.7348803531404,-30.5
2619,3,70.0,0.0,20465.74020208857,69.006,181.07320615173563,-1.5
2620,4,70.0,0.0,21316.075808165293,69.006,186.10953648133307,-39.5
2621,5,70.0,1.6354540648507059,18834.99708122381,69.006,180.40271303948086,-2.5
2622,6,70.0,613.6362664915362,19996.00364367886,69.006,186.68698152999394,-27.5
2623,7,70.0,6425.863383931942,18871.385071673554,69.006,187.69059993648784,69.0
2624,8,70.0,18071.088703163387,13674.321678788057,69.006,177.90544907276316,36.5
2625,9,70.0,31193.589153424356,13600.48960413276,69.006,185.23658381300476,67.0
2626,10,70.0,34202.378693489794,14505.645533905621,69.006,191.65924308162852,1.5
2627,11,70.0,43264.408136074795,13486.651075728609,69.006,194.30991978992682,69.0
2628,12,70.0,48517.97287010963,12950.963383377637,69.006,196.98825800517693,12.5
2629,13,50.0,55118.28959126209,13585.261867197918,49.29,173.06999593740062,-61.0
2630,14,60.0,54106.391909383194,13338.407817761852,59.148,189.61670675985403,-39.0
2631,15,70.0,40471.50643181278,14497.192329335297,69.006,205.62216084769508,35.5
2632,16,70.0,36168.91599271013,14856.637068807497,69.006,207.34572677597365,39.5
2633,17,70.0,23784.96942586806,15991.173440510813,69.006,208.3202580548463,-163.5
2634,18,70.0,11188.82514974589,14507.995614611604,69.006,200.76735756732026,6.5
2635,19,90.0,3688.3046274974467,13596.448644378344,88.722,228.01760733837415,89.0
2636,20,100.0,157.52802582640416,14465.717087472703,98.58,247.15122387348168,99.0
2637,21,100.0,0.0,15794.127226650553,98.58,253.66601830594806,13.0
2638,22,90.0,0.0,16121.881457403428,88.722,241.56142370012606,-11.5
2639,23,80.0,0.0,17115.303714694266,78.864,231.603608479889,-31.0
2640,24,70.0,0.0,18799.68513118597,69.006,223.87413654807477,-2.5
2641,1,70.0,0.0,16626.87012230971,69.006,164.1048541444488,16.5
2642,2,70.0,0.0,16756.278791995843,69.006,166.8161951041866,5.5
2643,3,70.0,0.0,15297.310102308798,69.006,164.40501907994587,68.0
2644,4,70.0,0.0,17418.72107774849,69.006,173.5405674757389,67.0
2645,5,70.0,1.6354540648507059,17506.06440414668,69.006,176.11690515590712,69.0
2646,6,70.0,660.3257542889748,17909.31895958595,69.006,179.97619259788885,69.0
2647,7,70.0,6411.828462571324,18047.522641513806,69.006,185.0280015608357,69.0
2648,8,70.0,15497.286054485228,16563.78327316413,69.006,186.18929404985738,17.5
2649,9,70.0,30496.690554887133,15931.599653857298,69.006,192.47426048675442,68.0
2650,10,50.0,42170.57066478882,14722.172435847802,49.29,164.64955551285428,47.0
2651,11,0.0,50633.13995671641,16097.050635075202,0.0,97.50148856071752,-51.0
2652,12,0.0,49527.22928549653,20988.743773743394,0.0,115.12662084309206,-60.0
2653,13,0.0,45914.14818543893,19485.2512821292,0.0,111.11939695541312,-118.0
2654,14,0.0,52601.60490022483,24888.843686043932,0.0,133.52833805738206,-126.0
2655,15,0.0,43148.32469412864,27087.730507243665,0.0,139.11352741290054,-303.0
2656,16,50.0,28868.688984360022,28156.624208506542,49.29,216.39229404414635,47.0
2657,17,60.0,22744.851444400323,28888.883214410365,59.148,234.04164464712235,-123.0
2658,18,70.0,11572.738724169134,29711.01725087343,69.006,249.95143560118282,68.0
2659,19,70.0,3179.294081623638,30398.54463125545,69.006,251.0885446566115,67.0
2660,20,70.0,144.34299515557774,22017.382703208645,69.006,225.13324510190043,-12.5
2661,21,70.0,0.00027257540489944025,34884.72454039522,69.006,268.8663947523499,-28.5
2662,22,70.0,0.0,36192.79857640581,69.006,275.3789314089087,-24.5
2663,23,70.0,0.0,29369.085123458033,69.006,255.66645352315214,67.0
2664,24,70.0,0.0,35978.184966186214,69.006,279.2747985159506,69.0
2665,1,70.0,0.0,34801.51596260516,69.006,222.71808697940165,69.0
2666,2,70.0,0.0,35648.21195912256,69.006,227.74267956817025,-13.5
2667,3,70.0,0.0,27397.370984048768,69.006,203.4277154235573,69.0
2668,4,70.0,0.0,34342.194727858834,69.006,228.11876999734474,13.5
2669,5,70.0,4.088907737531665,32747.586215690168,69.006,225.27179928651128,42.5
2670,6,70.0,658.1497826556908,32884.17494287974,69.006,228.26922840341476,68.0
2671,7,60.0,5714.268597621144,30523.468704724233,59.148,209.52690854897935,57.0
2672,8,40.0,14404.515171552646,32346.499820950386,39.432,190.28246102152917,-180.0
2673,9,0.0,22041.70268830435,33317.40679820368,0.0,136.9553834049052,-126.0
2674,10,0.0,30911.314410166127,32546.575860506055,0.0,140.32903554301882,-176.0
2675,11,0.0,39096.09473948545,32262.944372677288,0.0,144.9986036871574,-73.0
2676,12,0.0,40753.04521256456,34425.04899190378,0.0,154.93148317434066,-97.0
2677,13,0.0,39828.97496290346,36087.84081005249,0.0,162.21650854750646,-93.0
2678,14,0.0,37403.51454217671,33017.29646318091,0.0,153.63296593971347,-1.0
2679,15,0.0,32863.7322865675,39701.65486436806,0.0,175.6590273167871,-202.0
2680,16,0.0,26848.78055521454,41048.10997900095,0.0,179.8773324654743,-102.0
2681,17,0.0,19958.79056646439,37551.08002155844,0.0,168.12363287724466,-32.0
2682,18,50.0,11676.678644109757,36745.380174503385,49.29,241.76783987770557,-25.5
2683,19,70.0,3640.210284388452,39596.52946607019,69.006,280.9373340624005,-94.5
2684,20,70.0,294.3653771324786,40077.051450572006,69.006,283.435985809702,23.5
2685,21,70.0,0.0010903024373247932,36504.93681652563,69.006,274.0915796715967,67.0
2686,22,70.0,0.0,39337.93275738385,69.006,285.5219891425629,16.5
2687,23,70.0,0.0,39625.559644128356,69.006,288.7435838523139,68.0
2688,24,70.0,0.0,37822.188163330546,69.006,285.221708826741,69.0
2689,1,70.0,0.0,29821.284958036485,69.006,206.65684198966767,-11.5
2690,2,70.0,0.0,28776.90081208263,69.006,205.5827011189665,68.0
2691,3,70.0,0.0,32186.982544304705,69.006,218.87421270538266,0.5
2692,4,70.0,0.0,31604.86967038165,69.006,219.29089668698083,67.0
2693,5,70.0,2.4534536726809586,30049.517596790294,69.006,216.5698705380251,15.5
2694,6,70.0,545.962267587998,31400.090193949956,69.006,223.43795570705896,9.5
2695,7,70.0,4724.649074284551,31121.450655375793,69.006,226.51317329144933,69.0
2696,8,70.0,11489.040001462135,27916.27523784472,69.006,221.189765722637,67.0
2697,9,70.0,21512.829277238914,29305.39147204086,69.006,231.9932268667818,69.0
2698,10,70.0,28934.566979396193,28506.57513731866,69.006,234.69458074356996,-14.5
2699,11,70.0,31240.20531836183,35263.6511630873,69.006,259.707015538938,67.0
2700,12,70.0,31752.768888191524,34621.00457805907,69.006,260.1345288572935,-6.5
2701,13,50.0,32645.97566646779,39136.72797611954,49.29,246.43960394090556,-2.5
2702,14,50.0,33750.0483571687,39012.29964373468,49.29,248.77615779062617,-6.5
2703,15,30.0,32455.09200983468,45095.837715742426,29.574,239.25779362122285,-24.5
2704,16,50.0,26530.565891154183,46991.42090582487,49.29,276.1945879095292,-62.5
2705,17,60.0,17559.75172388233,45284.755263942716,59.148,284.8339219192159,57.0
2706,18,70.0,8809.957449722582,41416.824028987154,69.006,286.5920243882721,17.5
2707,19,70.0,3847.0330763376014,38701.271687677094,69.006,278.1332704894463,68.0
2708,20,70.0,486.6645192587219,32727.055984780578,69.006,259.8095546876594,-67.0
2709,21,70.0,46.61098600232583,32178.20897219495,69.006,260.1566195517016,-53.5
2710,22,70.0,0.0,26011.36734555127,69.006,242.54381568940283,68.0
2711,23,70.0,0.0,26571.371355123203,69.006,246.64382662027234,-30.5
2712,24,70.0,0.0,27773.463691669225,69.006,252.81457240563327,67.0
2713,1,70.0,0.0,27206.33291720699,69.006,198.22362165799254,69.0
2714,2,70.0,0.0,30530.475181390124,69.006,211.23797845998314,-85.0
2715,3,70.0,0.0,30673.963490069487,69.006,213.99472625547412,-17.5
2716,4,70.0,0.0,31342.1989525353,69.006,218.44378362192634,67.0
2717,5,70.0,4.9066347699570185,33208.19995016341,69.006,226.75760730645453,67.0
2718,6,70.0,959.9090476398914,33088.895463637986,69.006,229.05075930738374,-49.5
2719,7,70.0,7153.700409166974,34480.74170378812,69.006,238.32336555920182,67.0
2720,8,70.0,15954.754174657404,31776.678050444734,69.006,235.43478189089655,26.5
2721,9,70.0,29169.84067568142,32676.93730257382,69.006,245.9445807524245,48.5
2722,10,50.0,37717.475929914224,37381.23287361383,49.29,235.93488134123012,-32.5
2723,11,50.0,40400.74742412006,31884.831185179624,49.29,221.58165903670056,-18.5
2724,12,50.0,40765.01591859223,36798.75079316891,49.29,239.86948370724383,47.0
2725,13,0.0,48043.35592321963,40270.72870270796,0.0,179.0085031473675,-78.0
2726,14,0.0,46398.76511620845,38158.92855694129,0.0,173.83082017285145,-1.0
2727,15,50.0,35612.4481106324,38323.614933014935,49.29,249.59783229944742,-11.5
2728,16,60.0,31833.986624628968,34524.10550730795,59.148,253.57507088416895,-26.0
2729,17,70.0,23942.78910767209,29733.9987981777,69.006,252.70431334540726,68.0
2730,18,70.0,13092.083727685762,26497.36808186724,69.006,240.19819372255154,69.0
2731,19,80.0,4335.263815984247,17686.509096778722,78.864,226.01252989113704,77.0
2732,20,90.0,759.7733547317233,16913.772309727356,88.722,239.8327045874729,-7.5
2733,21,100.0,231.14471962299717,14800.109186831822,98.58,250.55323030482108,39.0
2734,22,100.0,14.446510908906994,13688.636834991374,98.58,249.17561729023254,48.0
2735,23,90.0,0.0,12789.33630770983,88.722,233.1079635923642,89.0
2736,24,80.0,0.0,14119.021082071044,78.864,224.23459498967912,-28.0
2737,1,70.0,0.0,15785.633231967904,69.006,161.3918651730965,-30.5
2738,2,70.0,0.0,17104.313742258022,69.006,167.93860781878212,-14.5
2739,3,70.0,0.0,22726.099810922777,69.006,188.36286589022598,68.0
2740,4,70.0,0.0,25325.214344351924,69.006,199.03900826053496,-23.5
2741,5,70.0,6.542088834807724,29678.629726617186,69.006,215.37540078805202,68.0
2742,6,70.0,736.5766194544934,31096.157739831444,69.006,222.5344005119771,-46.5
2743,7,70.0,5241.908850461468,33377.03328526071,69.006,233.9953657028513,-23.5
2744,8,70.0,10941.940002721054,32625.265602001342,69.006,236.15632544754823,-19.5
2745,9,70.0,20020.90102566544,34304.122107377996,69.006,247.51437800861157,23.5
2746,10,70.0,26223.456516248552,39470.18694784235,69.006,268.96236242632347,-79.0
2747,11,60.0,31666.82850011464,38068.05311551532,59.148,253.467114354583,9.0
2748,12,50.0,34139.71027705589,38133.18068506597,49.29,241.50964724071423,-22.5
2749,13,70.0,29412.785465986923,37441.73948420641,69.006,270.5847235938924,67.0
2750,14,50.0,34164.994127048565,37616.52885812828,49.29,244.44160520653725,48.0
2751,15,70.0,27645.285935694388,37618.701785088,69.006,275.03288820305795,11.5
2752,16,70.0,22689.277619522472,31279.185348018338,69.006,254.88963035040717,67.0
2753,17,70.0,16686.586614990596,34462.25011474394,69.006,265.03593043927543,-13.5
2754,18,70.0,10238.551924907677,33147.722512370485,69.006,260.49846697620774,67.0
2755,19,70.0,3970.347403675206,27329.97490597774,69.006,241.51041072805563,67.0
2756,20,80.0,827.436178029759,24004.41241326087,78.864,247.2716193763343,-4.0
2757,21,80.0,195.7112444841344,26849.196574208043,78.864,258.48609287210354,78.0
2758,22,70.0,10.630451421529589,26655.56158958216,69.006,244.62561556787392,-69.0
2759,23,70.0,0.0,28094.231691643436,69.006,251.5550512055501,-87.0
2760,24,70.0,0.0,27398.075144509876,69.006,251.60394434104438,14.5
2761,1,70.0,0.0,29882.403724011132,69.006,206.8539500099359,17.5
2762,2,70.0,0.0,31568.539736125575,69.006,214.58573664900499,69.0
2763,3,70.0,0.0,31339.086645349034,69.006,216.13974843125064,-3.5
2764,4,70.0,0.0,31004.043383376975,69.006,217.35323191139076,23.5
2765,5,70.0,6.542361411030351,30795.675813370242,69.006,218.97787452740624,15.5
2766,6,70.0,566.0966151615041,30001.749298986768,69.006,218.93640032852727,-38.5
2767,7,70.0,3921.3481090444175,28665.235802847812,69.006,218.26895340402007,-17.5
2768,8,70.0,10114.889792095919,24530.375246557247,69.006,209.71782986656967,-22.5
2769,9,70.0,17630.76668258938,27144.198837763368,69.006,223.46279145818778,67.0
2770,10,70.0,20125.250082243107,28701.848586422155,69.006,231.78299222427316,-31.5
2771,11,70.0,22667.37916762131,32118.043869149427,69.006,246.11615590339068,0.5
2772,12,70.0,31943.167084817305,32870.24983218835,69.006,254.56488487690396,69.0
2773,13,70.0,31348.54869591889,32764.405386012004,69.006,256.27849794564816,69.0
2774,14,70.0,33960.54464879743,26309.269622989403,69.006,238.8047054829574,68.0
2775,15,70.0,31766.612189123454,31908.16406552992,69.006,258.27317721136166,68.0
2776,16,70.0,25116.390944608956,31778.721155766354,69.006,257.4763328870793,-17.5
2777,17,70.0,18828.135213570666,31363.44108282628,69.006,255.90317384797015,13.5
2778,18,70.0,11727.839735893449,27933.128049781768,69.006,244.28009353437537,-1.5
2779,19,70.0,4730.520354377365,24787.180436288974,69.006,233.61548808949163,-20.5
2780,20,80.0,790.4694647050989,21359.353852943743,78.864,238.72644490055504,42.0
2781,21,90.0,68.69070617779451,17476.441116989572,88.722,243.66349426617484,-13.5
2782,22,80.0,0.0,22485.488231470543,78.864,246.6284555464925,5.0
2783,23,80.0,0.0,21117.757937141076,78.864,244.51152334728,-33.0
2784,24,70.0,0.0,22435.986474479,69.006,235.6012083801948,68.0
