Month,Hour,Date,Time,Intraday Continuous 15 minutes Index Price (Euro/MWh),Wind error absolute (MW),Wind underestimation (MW),Wind overestimation (MW),Day-ahead Price [EUR/MWh],Day-ahead Total Load Forecast [MW] - Germany (DE),Actual Total Load [MW] - Germany (DE),Solar generation (MW),Wind generation (MW),Intraday Continuous 15 minutes High Price (Euro/MWh),Intraday Continuous 15 minutes Low Price (Euro/MWh)
1,1,04.01.2021, 00:00,71.6,4061.5,4061.5,0.0,29.33,43496.25,47773.25,0.0,17592.5,263.48,29.34
1,2,04.01.2021, 01:00,66.815,4052.25,4052.25,0.0,24.82,41470.0,46166.0,0.0,17302.5,620.0,-65.0
1,3,04.01.2021, 02:00,45.4075,4094.25,4094.25,0.0,24.65,40739.75,45972.0,0.0,17110.0,120.0,15.72
1,4,04.01.2021, 03:00,54.795,4072.75,4072.75,0.0,24.8,40960.5,45867.75,0.0,16930.0,123.8,25.48
1,5,04.01.2021, 04:00,51.7025,3845.75,3845.75,0.0,27.71,42375.5,47099.75,0.0,16702.5,118.1,24.43
1,6,04.01.2021, 05:00,51.265,4095.75,4095.75,0.0,28.58,44264.25,49643.75,0.0,16372.5,139.1,-233.0
1,7,04.01.2021, 06:00,55.235,4140.75,4140.75,0.0,37.04,48723.25,55222.0,0.0,16475.0,200.0,23.16
1,8,04.01.2021, 07:00,60.0775,3598.5,3598.5,0.0,52.03,53040.0,61416.75,0.0,16407.5,123.8,-27.9
1,9,04.01.2021, 08:00,78.9425,3276.75,3276.75,0.0,55.76,56892.0,64996.25,112.5,16715.0,215.75,41.89
1,10,04.01.2021, 09:00,73.805,2862.75,2862.75,0.0,57.06,58816.25,66915.0,325.0,16497.5,198.2,9.2
1,11,04.01.2021, 10:00,87.9825,1786.0,1786.0,0.0,57.18,60619.0,68184.25,835.0,16465.0,500.0,42.6
1,12,04.01.2021, 11:00,63.8925,1305.5,1305.5,0.0,60.0,62422.25,70099.0,1217.5,16605.0,219.98,27.0
1,13,04.01.2021, 12:00,89.7375,1131.25,1131.25,0.0,61.27,62288.75,70638.0,1345.0,16532.5,390.96,44.71
1,14,04.01.2021, 13:00,83.07,898.5,898.5,0.0,60.28,61396.25,69983.5,1170.0,16492.5,265.2,52.06
1,15,04.01.2021, 14:00,78.295,650.75,650.75,0.0,60.07,60204.75,69110.5,770.0,16895.0,307.3,49.29
1,16,04.01.2021, 15:00,64.4575,411.75,411.75,0.0,59.46,59442.5,68957.25,250.0,16992.5,100.0,-67.99
1,17,04.01.2021, 16:00,73.58,112.5,112.5,0.0,61.99,59996.5,69791.75,10.0,17110.0,194.58,48.6
1,18,04.01.2021, 17:00,73.3575,102.25,0.0,-102.25,66.82,62329.75,71614.25,0.0,17102.5,149.98,42.61
1,19,04.01.2021, 18:00,77.545,220.5,0.0,-220.5,61.97,62996.0,71159.5,0.0,16985.0,132.3,50.88
1,20,04.01.2021, 19:00,67.5875,239.0,0.0,-239.0,55.06,61461.25,69262.25,0.0,16867.5,189.89,41.89
1,21,04.01.2021, 20:00,65.1975,304.25,0.0,-304.25,47.34,57853.75,65826.25,0.0,16620.0,247.95,28.3
1,22,04.01.2021, 21:00,55.485,323.25,0.0,-323.25,45.64,55265.75,62557.5,0.0,16025.0,133.59,37.8
1,23,04.01.2021, 22:00,61.5275,367.25,0.0,-367.25,48.93,53619.5,59964.0,0.0,15457.5,250.0,30.16
1,24,04.01.2021, 23:00,51.9925,476.0,0.0,-476.0,44.64,50333.0,56478.5,0.0,15507.5,200.0,28.94
1,1,05.01.2021, 00:00,52.4875,1370.0,1370.0,0.0,37.54,45267.25,52555.75,0.0,15510.0,887.98,0.0
1,2,05.01.2021, 01:00,47.5925,1317.75,1317.75,0.0,40.07,43283.75,51086.0,0.0,15235.0,87.48,33.38
1,3,05.01.2021, 02:00,56.3475,1692.0,1692.0,0.0,39.81,42974.25,50009.75,0.0,14897.5,887.98,29.39
1,4,05.01.2021, 03:00,48.335,1982.0,1982.0,0.0,39.65,43473.0,50301.5,0.0,14965.0,200.0,-166.48
1,5,05.01.2021, 04:00,47.0275,2002.0,2002.0,0.0,40.2,44541.5,50982.25,0.0,14910.0,100.0,-65.0
1,6,05.01.2021, 05:00,55.3175,2092.0,2092.0,0.0,44.26,46693.25,53536.25,0.0,14882.5,214.39,36.8
1,7,05.01.2021, 06:00,56.2825,1999.0,1999.0,0.0,47.06,51853.5,58909.5,0.0,15202.5,404.65,35.96
1,8,05.01.2021, 07:00,62.8425,1619.0,1619.0,0.0,54.96,55518.25,63780.0,0.0,14905.0,305.94,-64.5
1,9,05.01.2021, 08:00,72.225,1482.25,1482.25,0.0,63.67,57978.75,66841.25,110.0,14875.0,198.98,42.9
1,10,05.01.2021, 09:00,66.76,1478.5,1478.5,0.0,64.73,59540.25,68499.75,395.0,14852.5,108.8,35.7
1,11,05.01.2021, 10:00,73.53999999999999,1180.0,1180.0,0.0,66.07,61076.75,69545.0,915.0,15447.5,146.0,27.9
1,12,05.01.2021, 11:00,68.095,957.75,957.75,0.0,65.97,62253.25,71102.75,1357.5,15277.5,176.98,38.61
1,13,05.01.2021, 12:00,79.10249999999999,901.5,901.5,0.0,65.46,62541.75,71424.5,1497.5,15487.5,500.0,45.08
1,14,05.01.2021, 13:00,69.58,738.0,738.0,0.0,63.82,61308.0,70543.25,1305.0,15792.5,150.0,45.1
1,15,05.01.2021, 14:00,77.47999999999999,587.0,587.0,0.0,63.87,60016.75,69673.75,820.0000000000001,16502.5,299.98,59.41
1,16,05.01.2021, 15:00,73.575,753.75,753.75,0.0,64.05,59675.75,69233.5,290.0,16740.0,150.0,-39.98
1,17,05.01.2021, 16:00,71.095,703.5,703.5,0.0,64.26,60362.25,69947.75,12.5,16735.0,319.2,50.0
1,18,05.01.2021, 17:00,73.85249999999999,753.5,753.5,0.0,67.14,62626.75,71525.75,0.0,16917.5,231.2,26.2
1,19,05.01.2021, 18:00,69.6625,920.5,920.5,0.0,61.61,62849.5,71179.75,0.0,16697.5,150.0,25.99
1,20,05.01.2021, 19:00,65.1525,1094.0,1094.0,0.0,59.16,60978.0,69223.5,0.0,16500.0,143.5,-28.8
1,21,05.01.2021, 20:00,59.1725,1027.5,1027.5,0.0,59.26,57213.75,65949.25,0.0,16350.0,150.0,-250.0
1,22,05.01.2021, 21:00,55.345,747.75,747.75,0.0,53.62,54595.5,62883.25,0.0,16182.5,80.1,-250.0
1,23,05.01.2021, 22:00,52.6525,383.25,383.25,0.0,53.86,52684.75,60585.75,0.0,15847.5,76.6,0.02
1,24,05.01.2021, 23:00,52.575,128.25,128.25,0.0,47.99,49041.75,56789.0,0.0,15787.5,150.0,3.4
1,1,06.01.2021, 00:00,48.215,1190.0,1190.0,0.0,44.41,46656.25,53327.25,0.0,15280.0,150.0,-100.0
1,2,06.01.2021, 01:00,53.67,1531.0,1531.0,0.0,42.94,44448.0,51028.25,0.0,14907.5,190.0,5.47
1,3,06.01.2021, 02:00,45.155,1873.75,1873.75,0.0,42.88,43267.0,50042.5,0.0,14487.5,77.23,-3.33
1,4,06.01.2021, 03:00,45.285,1907.5,1907.5,0.0,42.15,43272.75,50082.0,0.0,14080.0,86.19,0.0
1,5,06.01.2021, 04:00,45.775,2059.0,2059.0,0.0,43.23,44120.75,50830.0,0.0,13285.0,250.0,-22.4
1,6,06.01.2021, 05:00,56.58,2346.25,2346.25,0.0,44.56,45393.0,51914.5,0.0,12375.0,250.0,35.52
1,7,06.01.2021, 06:00,57.97,2648.0,2648.0,0.0,47.4,48857.0,55727.75,0.0,12092.5,150.0,28.0
1,8,06.01.2021, 07:00,55.6575,2536.0,2536.0,0.0,44.05,53031.25,59764.25,0.0,11302.5,100.13,-100.0
1,9,06.01.2021, 08:00,58.7275,2344.0,2344.0,0.0,53.41,55203.0,63077.5,110.0,10977.5,107.11,25.92
1,10,06.01.2021, 09:00,59.9175,2232.5,2232.5,0.0,54.8,57006.5,64529.25,422.5,10042.5,1940.83,-100.0
1,11,06.01.2021, 10:00,67.0775,2307.0,2307.0,0.0,53.94,58599.25,65841.25,1055.0,8750.0,113.2,25.0
1,12,06.01.2021, 11:00,63.3,2531.5,2531.5,0.0,58.3,60579.0,67755.0,1565.0,7892.5,87.79,35.0
1,13,06.01.2021, 12:00,70.375,2761.5,2761.5,0.0,61.43,60416.5,67386.25,1760.0,7847.5,250.0,50.5
1,14,06.01.2021, 13:00,64.175,2835.25,2835.25,0.0,61.92,59147.25,66160.5,1575.0,7590.0,82.2,20.15
1,15,06.01.2021, 14:00,59.64,2610.5,2610.5,0.0,57.0,57959.25,65851.0,1070.0,7525.0,87.4,-100.0
1,16,06.01.2021, 15:00,60.91249999999999,2461.5,2461.5,0.0,57.53,57356.25,64913.0,417.5,7432.5,76.0,-37.49
1,17,06.01.2021, 16:00,66.4075,2381.0,2381.0,0.0,61.68,58606.0,65433.5,27.5,7637.5,90.0,-39.98
1,18,06.01.2021, 17:00,71.4525,2316.0,2316.0,0.0,61.84,61712.5,67815.0,0.0,7782.500000000001,120.0,28.51
1,19,06.01.2021, 18:00,71.4575,2283.25,2283.25,0.0,57.46,62002.25,67904.5,0.0,7525.0,149.98,51.3
1,20,06.01.2021, 19:00,71.085,2284.0,2284.0,0.0,58.06,60665.25,66005.5,0.0,6990.0,253.8,45.96
1,21,06.01.2021, 20:00,66.81,2296.75,2296.75,0.0,59.97,57435.75,62859.5,0.0,6572.5,120.0,-250.0
1,22,06.01.2021, 21:00,62.39250000000001,2214.5,2214.5,0.0,52.95,54684.25,60308.25,0.0,6605.0,372.98,-30.49
1,23,06.01.2021, 22:00,58.0525,2087.25,2087.25,0.0,52.95,52769.75,58882.75,0.0,6732.5,100.31,13.98
1,24,06.01.2021, 23:00,56.7725,1940.25,1940.25,0.0,49.53,49409.5,55618.25,0.0,6600.0,158.5,35.48
1,1,07.01.2021, 00:00,51.075,217.75,217.75,0.0,51.03,47269.0,52750.5,0.0,6245.0,99.98,31.52
1,2,07.01.2021, 01:00,51.87,649.75,649.75,0.0,50.18,45478.5,50957.75,0.0,6227.5,230.0,32.56
1,3,07.01.2021, 02:00,52.06,746.75,746.75,0.0,48.97,45000.25,50558.25,0.0,6232.5,101.8,32.0
1,4,07.01.2021, 03:00,46.0125,754.25,754.25,0.0,46.72,45315.0,50491.0,0.0,6445.0,84.0,5.0
1,5,07.01.2021, 04:00,51.6425,735.0,735.0,0.0,46.87,46712.25,51485.0,0.0,6622.5,93.83,29.0
1,6,07.01.2021, 05:00,51.4425,656.75,656.75,0.0,50.08,48787.25,54374.0,0.0,6680.0,78.99,10.25
1,7,07.01.2021, 06:00,62.7575,733.75,733.75,0.0,57.34,54395.75,59579.25,0.0,6545.0,304.59,0.01
1,8,07.01.2021, 07:00,77.21,822.75,822.75,0.0,67.8,59469.75,64380.0,0.0,6237.5,299.0,18.6
1,9,07.01.2021, 08:00,104.5475,858.75,858.75,0.0,86.51,62351.75,67492.75,125.0,6120.0,1769.04,11.8
1,10,07.01.2021, 09:00,98.0875,856.25,856.25,0.0,86.54,63219.75,68612.5,382.5,6035.0,199.0,-30.0
1,11,07.01.2021, 10:00,97.3175,834.25,834.25,0.0,85.08,64174.0,69750.25,1037.5,5922.499999999999,328.07,50.31
1,12,07.01.2021, 11:00,102.895,767.75,767.75,0.0,88.74,65034.25,71386.5,1737.5,5852.5,299.0,45.31
1,13,07.01.2021, 12:00,102.8775,630.75,630.75,0.0,88.76,64819.5,72069.0,2040.0,5702.500000000001,299.0,45.31
1,14,07.01.2021, 13:00,84.045,455.0,455.0,0.0,84.31,63818.75,70888.0,1837.5,5560.0,150.0,25.0
1,15,07.01.2021, 14:00,69.32,213.75,213.75,0.0,80.4,62735.75,69546.75,1270.0,5135.0,150.0,10.2
1,16,07.01.2021, 15:00,75.485,186.0,186.0,0.0,83.57,62491.25,68978.5,522.5,4935.0,150.0,45.32
1,17,07.01.2021, 16:00,69.7175,177.5,177.5,0.0,89.68,62654.0,69255.5,40.0,5350.0,150.0,-4.99
1,18,07.01.2021, 17:00,70.1775,122.0,122.0,0.0,100.0,65353.5,71530.25,0.0,5840.0,114.84,25.01
1,19,07.01.2021, 18:00,74.0175,41.0,41.0,0.0,90.43,65410.0,71151.25,0.0,6622.5,150.0,34.32
1,20,07.01.2021, 19:00,76.0975,41.0,0.0,-41.0,80.28,63296.75,69075.75,0.0,6830.0,250.0,45.28
1,21,07.01.2021, 20:00,60.66,117.25,0.0,-117.25,66.8,59712.75,65804.75,0.0,6722.5,99.46,33.2
1,22,07.01.2021, 21:00,51.2625,221.5,0.0,-221.5,60.22,56487.5,63099.75,0.0,6560.0,150.0,-140.0
1,23,07.01.2021, 22:00,55.65000000000001,356.75,0.0,-356.75,59.69,54955.5,61076.0,0.0,6370.0,257.59,-2.1
1,24,07.01.2021, 23:00,51.55,515.75,0.0,-515.75,52.25,51269.75,57133.25,0.0,6420.0,150.0,28.67
1,1,08.01.2021, 00:00,47.8525,637.5,637.5,0.0,50.53,48253.25,54175.0,0.0,6452.500000000001,150.0,-100.0
1,2,08.01.2021, 01:00,46.4025,756.5,756.5,0.0,48.43,46315.75,52301.0,0.0,6177.5,150.0,-90.15
1,3,08.01.2021, 02:00,52.0425,986.5,986.5,0.0,47.24,45664.25,51026.25,0.0,6062.5,720.0,24.9
1,4,08.01.2021, 03:00,49.095,939.75,939.75,0.0,45.61,46053.25,51043.25,0.0,6117.5,300.0,7.03
1,5,08.01.2021, 04:00,40.9175,888.25,888.25,0.0,46.81,47048.75,52203.5,0.0,6050.0,150.0,-23.4
1,6,08.01.2021, 05:00,43.9975,955.75,955.75,0.0,51.57,49552.25,54464.25,0.0,5922.499999999999,67.0,-419.89
1,7,08.01.2021, 06:00,55.3025,1053.75,1053.75,0.0,60.67,55478.75,59683.75,0.0,5740.0,150.0,-100.0
1,8,08.01.2021, 07:00,65.8875,1183.25,1183.25,0.0,79.56,59792.75,64684.75,0.0,5795.0,140.42,-1.2
1,9,08.01.2021, 08:00,80.0475,1083.5,1083.5,0.0,103.54,61967.75,67405.25,105.0,5607.5,150.0,11.01
1,10,08.01.2021, 09:00,76.7875,923.0,923.0,0.0,110.45,62217.75,68687.5,520.0,5100.0,118.25,32.3
1,11,08.01.2021, 10:00,73.4575,783.5,783.5,0.0,109.96,62876.5,69930.0,1342.5,4837.5,137.71,0.0
1,12,08.01.2021, 11:00,79.96249999999999,668.75,668.75,0.0,106.82,63984.0,70702.75,2002.5,4612.5,135.0,41.3
1,13,08.01.2021, 12:00,85.2775,514.0,514.0,0.0,102.37,63711.25,70542.0,2207.5,4372.5,150.0,62.0
1,14,08.01.2021, 13:00,75.035,298.75,298.75,0.0,97.61,61749.0,68806.75,2005.0,4282.5,150.0,10.01
1,15,08.01.2021, 14:00,69.6825,30.75,30.5,-0.25,95.0,60164.75,67353.25,1387.5,4250.0,150.0,-30.0
1,16,08.01.2021, 15:00,71.08500000000001,36.75,8.0,-28.75,95.42,59520.25,66820.0,592.5,4352.5,108.7,-57.49
1,17,08.01.2021, 16:00,78.9375,174.75,0.0,-174.75,95.0,60261.0,67630.0,60.0,4647.5,213.02,27.53
1,18,08.01.2021, 17:00,77.745,341.25,0.0,-341.25,110.0,63366.75,69972.5,0.0,5232.5,143.7,-45.79
1,19,08.01.2021, 18:00,76.9675,490.0,0.0,-490.0,102.41,63519.75,69605.0,0.0,5385.0,150.0,5.01
1,20,08.01.2021, 19:00,73.8275,627.0,0.0,-627.0,88.05,61532.0,67538.0,0.0,5210.0,553.7,32.02
1,21,08.01.2021, 20:00,66.47999999999999,677.5,0.0,-677.5,64.24,57649.5,63762.25,0.0,4927.5,577.68,18.67
1,22,08.01.2021, 21:00,57.055,793.5,0.0,-793.5,59.43,55034.25,60681.0,0.0,4905.0,75.0,-18.72
1,23,08.01.2021, 22:00,55.095,941.0,0.0,-941.0,57.6,53328.0,58543.0,0.0,4695.0,75.06,-86.5
1,24,08.01.2021, 23:00,48.64,1067.25,0.0,-1067.25,51.75,49978.25,55393.75,0.0,4620.0,80.5,-6.42
1,1,09.01.2021, 00:00,50.0325,193.5,193.5,0.0,54.73,47487.0,52095.5,0.0,4452.500000000001,135.5,-100.0
1,2,09.01.2021, 01:00,56.385,432.25,432.25,0.0,52.39,45396.5,50278.5,0.0,4370.0,200.65,26.08
1,3,09.01.2021, 02:00,59.845,425.75,425.75,0.0,51.67,44282.25,49067.75,0.0,4280.0,150.0,41.1
1,4,09.01.2021, 03:00,62.21,393.5,393.5,0.0,50.88,44013.75,48655.5,0.0,4292.5,1000.0,42.16
1,5,09.01.2021, 04:00,57.27,324.25,324.25,0.0,50.02,44141.25,48704.75,0.0,4245.0,109.0,5.01
1,6,09.01.2021, 05:00,54.4775,147.0,147.0,0.0,49.1,43657.0,48744.25,0.0,4157.5,300.0,40.45
1,7,09.01.2021, 06:00,52.6,284.0,284.0,0.0,49.57,43980.75,49081.0,0.0,3922.5,99.85,29.09
1,8,09.01.2021, 07:00,56.7825,197.75,197.75,0.0,53.82,46314.0,51240.75,0.0,3557.5,1000.0,0.6
1,9,09.01.2021, 08:00,57.675,163.0,163.0,0.0,59.8,49430.25,54297.25,135.0,3325.0,74.08,32.11
1,10,09.01.2021, 09:00,61.1825,249.25,249.25,0.0,66.92,52747.75,57322.75,790.0,2980.0,74.94,30.61
1,11,09.01.2021, 10:00,64.33,360.25,360.25,0.0,67.71,54633.5,59162.75,2122.5,2532.5,98.98,47.91
1,12,09.01.2021, 11:00,61.53,424.75,424.75,0.0,68.0,55858.75,60709.75,3355.0,2100.0,80.27,29.42
1,13,09.01.2021, 12:00,60.055,483.75,483.75,0.0,67.01,55778.25,60891.0,3832.5,1872.5,82.31,30.0
1,14,09.01.2021, 13:00,57.685,457.0,457.0,0.0,62.53,54403.75,59588.75,3422.5,1867.5,78.77,25.0
1,15,09.01.2021, 14:00,59.5325,393.5,393.5,0.0,60.0,52918.75,58534.0,2415.0,1772.5,120.0,39.3
1,16,09.01.2021, 15:00,61.6075,343.0,343.0,0.0,60.0,52369.0,58135.0,1032.5,1702.5,101.5,48.3
1,17,09.01.2021, 16:00,62.435,356.25,356.25,0.0,62.78,53122.5,59425.75,100.0,1715.0,102.01,36.63
1,18,09.01.2021, 17:00,78.7675,478.25,478.25,0.0,69.92,56157.5,62592.75,0.0,1790.0,202.98,56.64
1,19,09.01.2021, 18:00,90.8275,596.25,596.25,0.0,71.99,57152.0,62870.0,0.0,1930.0,349.98,58.0
1,20,09.01.2021, 19:00,71.8125,689.5,689.5,0.0,68.95,55697.75,60720.5,0.0,1845.0,500.0,37.0
1,21,09.01.2021, 20:00,69.7675,708.25,708.25,0.0,62.66,52469.75,57470.0,0.0,1942.5,573.8,17.72
1,22,09.01.2021, 21:00,68.35,743.25,743.25,0.0,56.54,50686.5,55015.5,0.0,2035.0,597.65,46.75
1,23,09.01.2021, 22:00,61.8625,790.25,790.25,0.0,55.81,49979.75,54012.5,0.0,2160.0,322.1,5.01
1,24,09.01.2021, 23:00,60.125,823.25,823.25,0.0,50.85,47739.75,51651.25,0.0,2412.5,342.9,22.4
1,1,10.01.2021, 00:00,52.1625,107.75,107.75,0.0,54.65,45177.25,48876.5,0.0,3022.5,120.0,3.0
1,2,10.01.2021, 01:00,55.5125,432.5,432.5,0.0,51.79,43596.0,46785.75,0.0,3532.5,200.0,-97.17
1,3,10.01.2021, 02:00,55.02249999999999,447.75,447.75,0.0,50.58,42636.0,45665.75,0.0,4255.0,589.45,-100.0
1,4,10.01.2021, 03:00,53.5675,513.5,513.5,0.0,47.98,42328.5,45054.75,0.0,4770.0,120.5,12.62
1,5,10.01.2021, 04:00,47.1,588.0,588.0,0.0,47.6,42316.75,45498.75,0.0,5445.0,58.6,-7.2
1,6,10.01.2021, 05:00,51.62,282.25,282.25,0.0,47.59,41834.0,45541.5,0.0,5845.0,100.0,32.77
1,7,10.01.2021, 06:00,52.02,239.0,239.0,0.0,42.09,40997.0,45078.5,0.0,6512.5,127.25,15.5
1,8,10.01.2021, 07:00,53.73,416.25,416.25,0.0,44.56,42152.5,46548.5,0.0,7120.0,141.8,-13.86
1,9,10.01.2021, 08:00,58.085,355.5,355.5,0.0,49.46,44883.75,49445.0,175.0,7965.0,157.18,38.04
1,10,10.01.2021, 09:00,61.355,210.5,210.5,0.0,54.96,48076.0,53279.5,1390.0,8715.0,93.5,26.0
1,11,10.01.2021, 10:00,63.31,51.25,50.0,-1.25,53.63,50617.5,55994.25,3410.0,9712.5,183.99,45.38
1,12,10.01.2021, 11:00,58.7025,62.0,0.0,-62.0,55.57,52756.0,58733.25,5377.5,10407.5,107.2,32.0
1,13,10.01.2021, 12:00,53.7125,89.0,0.0,-89.0,54.17,53239.75,58914.5,6790.0,11080.0,76.4,15.0
1,14,10.01.2021, 13:00,46.6075,78.0,0.0,-78.0,52.62,51626.5,57328.5,6970.0,11700.0,80.0,0.1
1,15,10.01.2021, 14:00,42.51,79.0,0.0,-79.0,53.18,50635.0,56065.0,5237.5,12130.0,75.0,-39.88
1,16,10.01.2021, 15:00,55.7175,475.0,475.0,0.0,54.85,50230.75,56024.0,2385.0,12690.0,148.01,38.51
1,17,10.01.2021, 16:00,50.3075,530.0,530.0,0.0,56.52,51037.5,57931.75,255.0,13482.5,78.0,5.0
1,18,10.01.2021, 17:00,55.3125,428.75,428.75,0.0,62.09,54665.25,62555.25,0.0,15095.0,95.0,26.01
1,19,10.01.2021, 18:00,55.4225,284.5,284.5,0.0,63.41,56175.75,63628.25,0.0,15360.0,86.0,28.0
1,20,10.01.2021, 19:00,51.535,111.75,111.75,0.0,56.39,55400.75,62327.25,0.0,15527.5,782.37,-100.0
1,21,10.01.2021, 20:00,45.74,19.5,0.0,-19.5,55.64,53307.25,59714.0,0.0,15510.0,186.11,-78.39
1,22,10.01.2021, 21:00,42.8725,71.75,0.0,-71.75,53.33,51654.75,58323.5,0.0,15095.0,72.0,-64.26
1,23,10.01.2021, 22:00,60.9525,168.75,0.0,-168.75,52.05,51284.25,58338.75,0.0,14647.5,1000.0,30.2
1,24,10.01.2021, 23:00,50.26,254.75,0.0,-254.75,37.24,48794.75,55306.0,0.0,15420.0,1000.0,-9.0
1,1,11.01.2021, 00:00,36.575,1930.0,0.0,-1930.0,44.9,47238.0,53297.75,0.0,16062.5,106.0,-49.88
1,2,11.01.2021, 01:00,36.8125,2273.25,0.0,-2273.25,44.74,45348.25,52119.0,0.0,18220.0,85.95,-49.9
1,3,11.01.2021, 02:00,29.7475,3101.5,0.0,-3101.5,45.06,44936.0,51774.25,0.0,19300.0,53.95,-49.88
1,4,11.01.2021, 03:00,41.3325,3186.75,0.0,-3186.75,44.07,45345.5,51543.75,0.0,20107.5,200.0,28.3
1,5,11.01.2021, 04:00,37.39,3373.0,0.0,-3373.0,44.53,46736.25,52921.5,0.0,21035.0,56.9,0.75
1,6,11.01.2021, 05:00,36.9725,3407.75,0.0,-3407.75,42.74,49532.75,56467.25,0.0,21960.0,180.8,-30.0
1,7,11.01.2021, 06:00,48.635,3340.75,0.0,-3340.75,54.62,55663.25,63862.0,0.0,23147.5,181.87,-52.98
1,8,11.01.2021, 07:00,58.9725,3565.75,0.0,-3565.75,67.11,60868.75,70624.5,0.0,24170.0,299.9,0.0
1,9,11.01.2021, 08:00,96.0475,3655.75,0.0,-3655.75,70.59,63817.0,73780.0,200.0,25142.5,1000.0,40.48
1,10,11.01.2021, 09:00,68.88,3679.25,0.0,-3679.25,58.32,64823.5,74541.5,1490.0,25497.5,1000.0,29.88
1,11,11.01.2021, 10:00,89.1425,3868.5,0.0,-3868.5,55.89,66072.0,75479.0,3237.5,25640.0,1000.0,43.6
1,12,11.01.2021, 11:00,65.725,3475.0,0.0,-3475.0,54.49,67080.75,76818.0,4362.5,26107.5,216.08,21.96
1,13,11.01.2021, 12:00,74.6175,3231.75,0.0,-3231.75,53.35,67211.75,76940.25,4480.0,26757.5,1000.0,15.0
1,14,11.01.2021, 13:00,74.5425,2821.25,0.0,-2821.25,48.39,66400.25,75989.0,4147.5,27565.0,337.61,34.18
1,15,11.01.2021, 14:00,63.8275,2567.25,0.0,-2567.25,49.57,65564.5,74844.0,3110.0,28242.5,134.4,5.0
1,16,11.01.2021, 15:00,63.2325,2147.25,0.0,-2147.25,50.96,65072.0,74640.25,1295.0,29530.0,120.0,0.0
1,17,11.01.2021, 16:00,64.75,2057.5,0.0,-2057.5,49.12,65138.5,75304.5,167.5,30965.0,1000.0,27.82
1,18,11.01.2021, 17:00,71.75999999999999,1974.5,0.0,-1974.5,53.44,67555.5,77368.0,0.0,32342.5,208.7,46.6
1,19,11.01.2021, 18:00,60.41,2048.75,0.0,-2048.75,47.94,68034.75,77023.75,0.0,33625.0,102.1,-6.78
1,20,11.01.2021, 19:00,47.1775,2162.0,0.0,-2162.0,42.16,66673.5,75496.5,0.0,34317.5,1000.0,-18.0
1,21,11.01.2021, 20:00,45.3525,2151.25,0.0,-2151.25,38.03,63278.5,71740.0,0.0,35552.5,200.0,-47.93
1,22,11.01.2021, 21:00,33.29,2087.25,0.0,-2087.25,34.24,60007.5,68429.0,0.0,36465.0,60.0,-75.05
1,23,11.01.2021, 22:00,43.3425,1893.0,0.0,-1893.0,34.01,57736.75,65892.0,0.0,36105.0,200.0,-39.35
1,24,11.01.2021, 23:00,39.105,1695.25,0.0,-1695.25,27.39,54302.25,62519.25,0.0,37077.5,140.0,-45.74
1,1,12.01.2021, 00:00,70.615,823.25,823.25,0.0,18.96,50843.0,59759.75,0.0,38212.5,500.0,-64.0
1,2,12.01.2021, 01:00,27.4725,378.5,378.5,0.0,15.82,48542.0,58147.75,0.0,38517.5,68.8,-70.0
1,3,12.01.2021, 02:00,28.2575,511.0,511.0,0.0,19.0,47895.5,56970.75,0.0,36807.5,68.5,-61.0
1,4,12.01.2021, 03:00,37.18,1164.25,1164.25,0.0,24.14,47922.0,56919.75,0.0,35417.5,150.0,-17.39
1,5,12.01.2021, 04:00,39.4475,1412.75,1412.75,0.0,27.0,49061.25,58054.5,0.0,33520.0,119.98,-35.0
1,6,12.01.2021, 05:00,45.935,1820.75,1820.75,0.0,35.94,51533.25,60828.75,0.0,32352.5,150.0,-63.96
1,7,12.01.2021, 06:00,50.1775,2367.25,2367.25,0.0,40.96,57956.75,66671.0,0.0,31065.0,100.0,-63.0
1,8,12.01.2021, 07:00,73.1,2783.75,2783.75,0.0,54.51,62034.0,72413.5,0.0,29055.0,444.0,-30.0
1,9,12.01.2021, 08:00,76.1425,3294.0,3294.0,0.0,60.64,64048.25,74795.5,112.5,27215.0,160.0,46.1
1,10,12.01.2021, 09:00,71.0475,3423.5,3423.5,0.0,54.96,65742.0,74782.5,472.5,26072.5,132.05,-39.98
1,11,12.01.2021, 10:00,73.4025,3221.75,3221.75,0.0,56.5,66792.75,75099.0,1245.0,25537.5,150.0,10.02
1,12,12.01.2021, 11:00,83.205,3140.25,3140.25,0.0,57.88,68474.5,76173.25,2072.5,25002.5,329.0,-100.0
1,13,12.01.2021, 12:00,80.3,3027.75,3027.75,0.0,59.64,67731.0,76097.75,2617.5,25870.0,647.51,32.14
1,14,12.01.2021, 13:00,53.9075,2827.25,2827.25,0.0,54.94,67174.0,75001.5,2650.0,27340.0,85.46,-100.0
1,15,12.01.2021, 14:00,48.755,2620.25,2620.25,0.0,51.55,65790.75,73440.5,1992.5,27302.5,99.49,-66.88
1,16,12.01.2021, 15:00,58.68,2576.25,2576.25,0.0,55.56,65126.25,72182.25,930.0,27080.0,150.2,5.0
1,17,12.01.2021, 16:00,56.5975,2342.0,2342.0,0.0,63.01,65257.75,72093.0,87.5,27775.0,95.35,-69.7
1,18,12.01.2021, 17:00,59.74,2192.0,2192.0,0.0,64.6,67966.75,75051.0,0.0,28280.0,150.0,28.62
